QGC WPL 110
0	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148644	-105.236090	100.780000	0
1	0	3	178	0.000000	12.924518	0.000000	0.000000	0.000000	0.000000	0.000000	0
2	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148646	-105.235935	100.780126	0
3	0	3	178	0.000000	12.912067	0.000000	0.000000	0.000000	0.000000	0.000000	0
4	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148648	-105.235771	100.784053	0
5	0	3	178	0.000000	12.909490	0.000000	0.000000	0.000000	0.000000	0.000000	0
6	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148650	-105.235607	100.788952	0
7	0	3	178	0.000000	12.903395	0.000000	0.000000	0.000000	0.000000	0.000000	0
8	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148652	-105.235444	100.785892	0
9	0	3	178	0.000000	12.906964	0.000000	0.000000	0.000000	0.000000	0.000000	0
10	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148654	-105.235280	100.780042	0
11	0	3	178	0.000000	12.918438	0.000000	0.000000	0.000000	0.000000	0.000000	0
12	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148656	-105.235124	100.781010	0
13	0	3	178	0.000000	12.912411	0.000000	0.000000	0.000000	0.000000	0.000000	0
14	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148658	-105.234960	100.786641	0
15	0	3	178	0.000000	12.908959	0.000000	0.000000	0.000000	0.000000	0.000000	0
16	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148660	-105.234795	100.792301	0
17	0	3	178	0.000000	12.902081	0.000000	0.000000	0.000000	0.000000	0.000000	0
18	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148662	-105.234631	100.787883	0
19	0	3	178	0.000000	12.906751	0.000000	0.000000	0.000000	0.000000	0.000000	0
20	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148663	-105.234467	100.780148	0
21	0	3	178	0.000000	12.919693	0.000000	0.000000	0.000000	0.000000	0.000000	0
22	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148742	-105.234095	109.223774	0
23	0	3	178	0.000000	17.222810	0.000000	0.000000	0.000000	0.000000	0.000000	0
24	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148851	-105.233836	117.108739	0
25	0	3	178	0.000000	13.073291	0.000000	0.000000	0.000000	0.000000	0.000000	0
26	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148865	-105.233574	118.137401	0
27	0	3	178	0.000000	12.165591	0.000000	0.000000	0.000000	0.000000	0.000000	0
28	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148776	-105.233268	113.102695	0
29	0	3	178	0.000000	15.493020	0.000000	0.000000	0.000000	0.000000	0.000000	0
30	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148684	-105.232864	101.477869	0
31	0	3	178	0.000000	21.444785	0.000000	0.000000	0.000000	0.000000	0.000000	0
32	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148736	-105.232509	106.775595	0
33	0	3	178	0.000000	16.732711	0.000000	0.000000	0.000000	0.000000	0.000000	0
34	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148819	-105.232272	113.601185	0
35	0	3	178	0.000000	12.946613	0.000000	0.000000	0.000000	0.000000	0.000000	0
36	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148835	-105.232042	114.628782	0
37	0	3	178	0.000000	12.082189	0.000000	0.000000	0.000000	0.000000	0.000000	0
38	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148775	-105.231785	110.769204	0
39	0	3	178	0.000000	14.723000	0.000000	0.000000	0.000000	0.000000	0.000000	0
40	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148702	-105.231460	101.556704	0
41	0	3	178	0.000000	19.878412	0.000000	0.000000	0.000000	0.000000	0.000000	0
42	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148435	-105.230545	111.736169	0
43	0	3	178	0.000000	12.115520	0.000000	0.000000	0.000000	0.000000	0.000000	0
44	0	3	16	0.000000	30.000000	0.000000	0.000000	40.147453	-105.230294	113.719682	0
45	0	3	178	0.000000	12.045480	0.000000	0.000000	0.000000	0.000000	0.000000	0
46	0	3	16	0.000000	30.000000	0.000000	0.000000	40.146917	-105.231607	103.579354	0
47	0	3	178	0.000000	17.941683	0.000000	0.000000	0.000000	0.000000	0.000000	0
48	0	3	16	0.000000	30.000000	0.000000	0.000000	40.147734	-105.232554	103.017060	0
49	0	3	178	0.000000	20.634349	0.000000	0.000000	0.000000	0.000000	0.000000	0
50	0	3	16	0.000000	30.000000	0.000000	0.000000	40.148665	-105.231706	101.013481	0
51	0	3	178	0.000000	15.439083	0.000000	0.000000	0.000000	0.000000	0.000000	0
